X1,X2,X3,X4,X5,X6,X7,X8,Y
11.3810,9.8330,9.4929,16.4000,16.4000,16.4000,16.4000,16.4000,-6453.0264
34.7475,2.8258,7.1668,5.5957,5.5957,5.5957,5.5957,5.5957,-7190.6155
-6.8232,11.9468,3.3854,-4.0820,-4.0820,-4.0820,-4.0820,-4.0820,-1132.2801
15.5106,11.7136,1.3542,16.6124,16.6124,16.6124,16.6124,16.6124,-4693.6572
21.0614,8.8468,4.5014,-0.1470,-0.1470,-0.1470,-0.1470,-0.1470,197.1414
-17.7020,9.0668,2.7195,-5.5209,-5.5209,-5.5209,-5.5209,-5.5209,471.9939
22.1357,1.0641,13.5671,11.3707,11.3707,11.3707,11.3707,11.3707,-11400.5215
-8.8928,12.8185,2.8000,-8.6532,-8.6532,-8.6532,-8.6532,-8.6532,869.6306
-16.3813,11.5340,12.5877,23.9400,23.9400,23.9400,23.9400,23.9400,-17409.2653
46.3709,11.7413,7.1705,11.3987,11.3987,11.3987,11.3987,11.3987,-24837.2962
47.5599,8.9109,2.1741,24.4781,24.4781,24.4781,24.4781,24.4781,-59204.7674
36.3962,5.1374,14.0037,0.5391,0.5391,0.5391,0.5391,0.5391,-6067.5485
0.6276,11.7238,10.2741,23.9346,23.9346,23.9346,23.9346,23.9346,-596.4897
-14.0653,4.4982,4.7722,-6.6142,-6.6142,-6.6142,-6.6142,-6.6142,1713.6403
27.5805,7.7525,15.3149,-10.4943,-10.4943,-10.4943,-10.4943,-10.4943,868.8766
10.2508,2.1968,1.7241,-10.7796,-10.7796,-10.7796,-10.7796,-10.7796,18.1276
-12.3353,12.0635,4.2291,5.2002,5.2002,5.2002,5.2002,5.2002,-1893.3701
14.1576,2.6892,13.0328,-8.9288,-8.9288,-8.9288,-8.9288,-8.9288,-137.2698
-18.5584,3.6988,12.3500,6.9502,6.9502,6.9502,6.9502,6.9502,-4063.0778
43.5617,7.6976,5.6283,0.1175,0.1175,0.1175,0.1175,0.1175,-1623.2202
-2.6266,10.1691,1.9924,0.4183,0.4183,0.4183,0.4183,0.4183,-1273.5801
26.0391,8.4322,14.7292,11.5175,11.5175,11.5175,11.5175,11.5175,-6341.7959
1.1315,3.7856,6.0192,-5.9654,-5.9654,-5.9654,-5.9654,-5.9654,-1524.6190
15.9248,1.0113,4.1314,16.3625,16.3625,16.3625,16.3625,16.3625,-4655.9120
17.8164,10.0858,9.2570,9.5351,9.5351,9.5351,9.5351,9.5351,-4598.0140
-7.8753,12.8225,15.5636,21.8530,21.8530,21.8530,21.8530,21.8530,-10657.5653
47.8405,10.7190,1.6967,1.4991,1.4991,1.4991,1.4991,1.4991,-3123.2472
34.0344,6.5225,13.2529,24.3605,24.3605,24.3605,24.3605,24.3605,-37475.5268
45.7044,11.8452,10.1596,9.3056,9.3056,9.3056,9.3056,9.3056,-17537.3021
42.5327,5.9182,7.8072,24.0159,24.0159,24.0159,24.0159,24.0159,-46770.0911
21.4509,7.2992,12.9053,-10.9988,-10.9988,-10.9988,-10.9988,-10.9988,-228.4066
44.4531,6.7256,16.4532,14.9351,14.9351,14.9351,14.9351,14.9351,-34574.9253
-14.7170,6.3715,4.6673,18.2150,18.2150,18.2150,18.2150,18.2150,-4055.2946
-7.0852,10.3023,3.2984,-10.0326,-10.0326,-10.0326,-10.0326,-10.0326,-1462.8416
-17.7889,7.3212,15.6061,9.4219,9.4219,9.4219,9.4219,9.4219,-11055.0041
2.0985,4.8006,11.7032,17.6719,17.6719,17.6719,17.6719,17.6719,-6415.3063
6.5961,4.0979,8.0078,8.7584,8.7584,8.7584,8.7584,8.7584,-2465.6277
-1.7342,1.4530,10.1722,-9.6389,-9.6389,-9.6389,-9.6389,-9.6389,-457.8011
37.8404,7.9983,12.9298,13.6575,13.6575,13.6575,13.6575,13.6575,-30634.9915
4.3295,3.7595,13.3685,-9.7579,-9.7579,-9.7579,-9.7579,-9.7579,-954.3823
-1.0536,2.7776,15.7183,18.2463,18.2463,18.2463,18.2463,18.2463,-257.7102
17.5314,8.8460,7.8295,-10.4077,-10.4077,-10.4077,-10.4077,-10.4077,3433.8701
-10.9944,9.1745,5.6946,-6.9163,-6.9163,-6.9163,-6.9163,-6.9163,-1838.3081
35.9560,10.0259,11.2346,-1.8210,-1.8210,-1.8210,-1.8210,-1.8210,-5116.6186
-15.7069,7.0429,7.6516,11.4345,11.4345,11.4345,11.4345,11.4345,-4241.7667
49.0690,11.7287,10.5136,24.1253,24.1253,24.1253,24.1253,24.1253,-56616.2554
33.8294,12.2361,7.7198,-7.6406,-7.6406,-7.6406,-7.6406,-7.6406,8658.4067
-6.8912,10.6885,3.4479,-6.7198,-6.7198,-6.7198,-6.7198,-6.7198,-574.6794
-20.6079,8.6271,8.5108,1.6482,1.6482,1.6482,1.6482,1.6482,-1777.2832
36.8978,4.6447,12.0547,18.9401,18.9401,18.9401,18.9401,18.9401,-25958.9459
29.1869,12.7953,13.7885,5.2875,5.2875,5.2875,5.2875,5.2875,-4058.3598
30.7595,4.2896,8.8932,-0.1004,-0.1004,-0.1004,-0.1004,-0.1004,-275.2172
33.7602,3.4319,3.6438,8.7645,8.7645,8.7645,8.7645,8.7645,-9822.0505
-15.7428,6.3058,7.6350,-2.3606,-2.3606,-2.3606,-2.3606,-2.3606,686.5075
4.4511,1.6821,13.5807,2.8429,2.8429,2.8429,2.8429,2.8429,-12038.6323
-12.7733,12.7419,7.6057,0.3064,0.3064,0.3064,0.3064,0.3064,199.5331
40.2803,8.0612,12.1445,17.7532,17.7532,17.7532,17.7532,17.7532,-35607.6727
23.2542,7.6834,9.1154,22.1975,22.1975,22.1975,22.1975,22.1975,-14019.6874
2.4938,8.8696,4.8596,16.1042,16.1042,16.1042,16.1042,16.1042,-1669.6504
-16.4874,6.9643,13.7384,4.2461,4.2461,4.2461,4.2461,4.2461,-3378.7466
1.0797,1.3848,2.3474,6.6604,6.6604,6.6604,6.6604,6.6604,-1339.8390
2.0880,8.3477,9.3982,-7.3723,-7.3723,-7.3723,-7.3723,-7.3723,-3661.7233
30.8020,9.5941,4.3423,15.6340,15.6340,15.6340,15.6340,15.6340,-14198.2882
24.2666,6.0010,2.0731,10.0696,10.0696,10.0696,10.0696,10.0696,-7524.4737
41.9921,10.0875,9.0469,21.3903,21.3903,21.3903,21.3903,21.3903,-43640.4778
12.5273,3.7240,8.9930,-4.5774,-4.5774,-4.5774,-4.5774,-4.5774,573.5866
-12.5088,3.6553,12.3104,16.1099,16.1099,16.1099,16.1099,16.1099,-7285.0878
29.6404,2.9370,12.9160,13.3329,13.3329,13.3329,13.3329,13.3329,-16208.0374
33.0157,5.4639,12.6447,-2.1637,-2.1637,-2.1637,-2.1637,-2.1637,-6518.2607
18.8507,11.1641,7.5529,12.6930,12.6930,12.6930,12.6930,12.6930,-5682.2259
33.7387,10.9349,11.1070,22.2018,22.2018,22.2018,22.2018,22.2018,-32190.0210
14.0595,5.5939,10.2311,21.9821,21.9821,21.9821,21.9821,21.9821,-4412.7037
16.1140,8.0694,7.7450,14.6262,14.6262,14.6262,14.6262,14.6262,-7016.7411
9.3554,9.6498,10.5554,-10.2213,-10.2213,-10.2213,-10.2213,-10.2213,-5892.0799
-19.1952,3.8945,16.1560,20.2738,20.2738,20.2738,20.2738,20.2738,-7237.9503
-13.3397,3.0177,4.0863,12.3378,12.3378,12.3378,12.3378,12.3378,-3330.5047
-18.7685,12.6652,15.4924,-0.5139,-0.5139,-0.5139,-0.5139,-0.5139,-4050.6862
24.1851,8.4107,1.8553,-5.0717,-5.0717,-5.0717,-5.0717,-5.0717,2592.9117
1.3193,12.7770,5.9342,-7.7005,-7.7005,-7.7005,-7.7005,-7.7005,-2307.5773
15.1085,5.0531,5.6103,-10.1412,-10.1412,-10.1412,-10.1412,-10.1412,2312.3864
43.4372,9.4364,11.0218,15.9018,15.9018,15.9018,15.9018,15.9018,-30179.6872
-3.3003,3.6712,3.0996,-3.2738,-3.2738,-3.2738,-3.2738,-3.2738,-918.3671
8.1372,4.1344,15.1176,-11.1026,-11.1026,-11.1026,-11.1026,-11.1026,-6464.2553
32.6441,7.1428,14.2568,2.6990,2.6990,2.6990,2.6990,2.6990,-10173.3426
-4.7553,4.8354,11.4331,5.8565,5.8565,5.8565,5.8565,5.8565,-1494.4216
-15.5344,3.0115,8.3346,-5.7385,-5.7385,-5.7385,-5.7385,-5.7385,2850.6469
-0.4276,4.1546,15.9273,-10.3702,-10.3702,-10.3702,-10.3702,-10.3702,-8094.4657
-9.5533,1.4290,14.2919,-5.0024,-5.0024,-5.0024,-5.0024,-5.0024,-8934.9235
45.0085,9.4531,8.9890,13.1268,13.1268,13.1268,13.1268,13.1268,-29992.8571
36.3765,6.9054,12.2300,-8.9570,-8.9570,-8.9570,-8.9570,-8.9570,10111.3975
23.9717,2.1309,10.0709,8.5364,8.5364,8.5364,8.5364,8.5364,-9027.7437
40.8737,3.0603,10.4071,-6.5828,-6.5828,-6.5828,-6.5828,-6.5828,10279.3064
36.0607,2.2304,6.2956,-4.7595,-4.7595,-4.7595,-4.7595,-4.7595,7563.9743
-7.7535,8.3511,8.3934,2.5439,2.5439,2.5439,2.5439,2.5439,-1869.3378
42.3717,2.1305,2.2499,-8.2695,-8.2695,-8.2695,-8.2695,-8.2695,13981.3113
17.2933,10.0514,6.7176,-5.5915,-5.5915,-5.5915,-5.5915,-5.5915,2267.4539
36.3283,1.2461,12.1333,0.9112,0.9112,0.9112,0.9112,0.9112,-1120.0629
42.6225,3.9925,16.2515,0.1978,0.1978,0.1978,0.1978,0.1978,-12959.3196
1.5782,11.6880,16.4090,15.7230,15.7230,15.7230,15.7230,15.7230,-6541.7684
-13.1863,9.6224,9.8916,-9.2331,-9.2331,-9.2331,-9.2331,-9.2331,699.1967
-4.8166,1.8756,10.7060,19.8367,19.8367,19.8367,19.8367,19.8367,137.2444
9.3247,10.8535,3.9715,18.2006,18.2006,18.2006,18.2006,18.2006,-3681.4122
37.0790,6.9164,12.1249,16.3417,16.3417,16.3417,16.3417,16.3417,-29264.3737
40.1119,11.1614,2.1305,-0.5532,-0.5532,-0.5532,-0.5532,-0.5532,-971.8311
-20.5064,8.2089,5.5550,18.4466,18.4466,18.4466,18.4466,18.4466,-6616.7203
15.2631,9.1820,11.6938,-5.2363,-5.2363,-5.2363,-5.2363,-5.2363,3159.4190
8.6362,12.9220,5.9650,-7.3969,-7.3969,-7.3969,-7.3969,-7.3969,-2045.2290
-5.2303,3.7880,1.7975,-10.3366,-10.3366,-10.3366,-10.3366,-10.3366,-150.7844
-12.4896,8.4873,14.3099,22.7545,22.7545,22.7545,22.7545,22.7545,-5531.3273
2.9707,6.5239,5.9653,-0.6036,-0.6036,-0.6036,-0.6036,-0.6036,-525.3733
45.9466,1.4734,2.0097,21.9519,21.9519,21.9519,21.9519,21.9519,-45949.3115
1.9474,1.1736,2.1966,-1.9133,-1.9133,-1.9133,-1.9133,-1.9133,199.5635
15.8341,2.4307,5.0281,21.5799,21.5799,21.5799,21.5799,21.5799,-7297.4195
28.9143,8.7891,3.8483,21.4454,21.4454,21.4454,21.4454,21.4454,-17558.3688
4.8177,7.8060,13.3888,22.1760,22.1760,22.1760,22.1760,22.1760,-12095.9646
47.9965,7.6412,6.1469,6.3577,6.3577,6.3577,6.3577,6.3577,-16865.9643
47.3338,1.3823,13.8751,20.0400,20.0400,20.0400,20.0400,20.0400,-49754.4691
-3.1235,6.6316,3.7815,23.1783,23.1783,23.1783,23.1783,23.1783,-948.0798
14.3046,12.0955,8.8861,0.0108,0.0108,0.0108,0.0108,0.0108,453.7530
0.3624,5.7711,12.0086,3.4984,3.4984,3.4984,3.4984,3.4984,-7974.4410
-0.7763,8.4991,11.4319,14.6119,14.6119,14.6119,14.6119,14.6119,-5640.8717
-18.3810,10.3578,10.6181,-0.8867,-0.8867,-0.8867,-0.8867,-0.8867,-3565.1991
22.2791,10.4071,15.7971,15.8909,15.8909,15.8909,15.8909,15.8909,-7587.4935
14.6902,7.2314,4.6564,-9.2660,-9.2660,-9.2660,-9.2660,-9.2660,983.6749
-17.3450,11.2954,8.8995,7.3694,7.3694,7.3694,7.3694,7.3694,-1437.9213
-1.2161,5.6965,15.1439,-7.4744,-7.4744,-7.4744,-7.4744,-7.4744,-3412.8907
43.4869,11.6643,2.2463,-1.1470,-1.1470,-1.1470,-1.1470,-1.1470,904.7019
-3.9911,3.8827,1.8942,-2.4309,-2.4309,-2.4309,-2.4309,-2.4309,-682.8439
-10.7125,4.3626,4.7328,19.0405,19.0405,19.0405,19.0405,19.0405,-5225.4096
13.7511,1.6374,11.1283,-4.8399,-4.8399,-4.8399,-4.8399,-4.8399,-1249.1681
48.9812,10.5470,5.1581,17.9126,17.9126,17.9126,17.9126,17.9126,-43123.5187
-3.8141,6.0047,4.0438,17.3765,17.3765,17.3765,17.3765,17.3765,-853.8596
26.7216,3.7494,8.3408,6.4587,6.4587,6.4587,6.4587,6.4587,-5071.5997
33.0750,3.7815,10.8176,-3.3478,-3.3478,-3.3478,-3.3478,-3.3478,-991.6545
-4.1277,11.8168,4.9769,-3.6048,-3.6048,-3.6048,-3.6048,-3.6048,-1529.1269
30.7034,11.0070,5.8111,5.2022,5.2022,5.2022,5.2022,5.2022,-6062.6445
5.1126,7.6424,10.8169,-11.6741,-11.6741,-11.6741,-11.6741,-11.6741,-2967.3883
23.8937,8.3933,16.1318,7.6600,7.6600,7.6600,7.6600,7.6600,-2413.9817
23.9806,6.6919,11.7959,23.2528,23.2528,23.2528,23.2528,23.2528,-15779.9421
17.0400,5.7000,13.5265,-6.2758,-6.2758,-6.2758,-6.2758,-6.2758,-5631.4123
-14.5894,11.9857,6.8690,9.2138,9.2138,9.2138,9.2138,9.2138,-4481.8898
38.3065,2.5074,5.3561,23.5858,23.5858,23.5858,23.5858,23.5858,-36558.8096
1.7754,6.0214,8.2683,19.8393,19.8393,19.8393,19.8393,19.8393,-472.5006
-7.7572,5.1347,13.9141,19.4641,19.4641,19.4641,19.4641,19.4641,-7451.5187
-18.1050,6.9778,8.3008,18.4084,18.4084,18.4084,18.4084,18.4084,-9733.3199
20.9534,6.4916,14.5476,-0.5661,-0.5661,-0.5661,-0.5661,-0.5661,-13164.0902
27.1071,7.2267,16.8204,20.9528,20.9528,20.9528,20.9528,20.9528,-31609.5586
-19.8223,2.6790,2.1524,22.8296,22.8296,22.8296,22.8296,22.8296,-9909.3327
15.3586,7.1577,1.7266,6.3443,6.3443,6.3443,6.3443,6.3443,-2907.6190
-4.9188,3.9090,3.3934,1.1191,1.1191,1.1191,1.1191,1.1191,-419.5236
24.8073,3.2120,7.1499,3.3265,3.3265,3.3265,3.3265,3.3265,-2096.4532
-8.6200,1.7780,3.0967,0.3656,0.3656,0.3656,0.3656,0.3656,28.2967
28.0566,10.1518,14.9306,-4.1405,-4.1405,-4.1405,-4.1405,-4.1405,-6383.8695
6.4582,6.1293,1.3703,10.8826,10.8826,10.8826,10.8826,10.8826,-1974.9180
45.5078,8.5197,6.0527,8.8161,8.8161,8.8161,8.8161,8.8161,-22804.6220
-11.2360,9.7311,3.9551,5.1156,5.1156,5.1156,5.1156,5.1156,-1974.6640
3.2157,9.1518,15.9046,-8.4537,-8.4537,-8.4537,-8.4537,-8.4537,-10792.3259
-12.9434,6.6460,11.7117,17.4850,17.4850,17.4850,17.4850,17.4850,-4455.4939
44.6532,5.6548,15.5925,-5.5275,-5.5275,-5.5275,-5.5275,-5.5275,-2999.3188
41.2911,5.5115,16.5573,-7.7612,-7.7612,-7.7612,-7.7612,-7.7612,5975.9263
-2.6861,8.6806,8.9536,11.0536,11.0536,11.0536,11.0536,11.0536,-4068.1729
25.8589,6.9375,4.7491,2.7498,2.7498,2.7498,2.7498,2.7498,-3242.3036
37.0228,11.1896,4.0997,-9.7871,-9.7871,-9.7871,-9.7871,-9.7871,12896.7623
18.4193,11.4964,4.5667,1.1560,1.1560,1.1560,1.1560,1.1560,-129.0509
16.6052,3.0467,12.3375,16.5559,16.5559,16.5559,16.5559,16.5559,-11720.4353
-3.8285,2.6348,1.6471,10.7642,10.7642,10.7642,10.7642,10.7642,-185.2783
-14.3897,8.5648,1.8218,1.4231,1.4231,1.4231,1.4231,1.4231,-1622.1870
42.7023,4.6147,10.7303,-4.9032,-4.9032,-4.9032,-4.9032,-4.9032,937.1830
42.9297,1.2228,11.2729,11.3764,11.3764,11.3764,11.3764,11.3764,-21256.8774
23.9502,11.6637,11.6442,20.8395,20.8395,20.8395,20.8395,20.8395,-13357.9135
3.0711,3.7228,6.9501,11.9121,11.9121,11.9121,11.9121,11.9121,-16.6051
3.7939,12.1514,13.8951,18.0774,18.0774,18.0774,18.0774,18.0774,-930.4674
30.5429,9.6092,9.5380,7.2965,7.2965,7.2965,7.2965,7.2965,-11549.2578
42.6948,10.1518,2.6875,14.5649,14.5649,14.5649,14.5649,14.5649,-27157.7189
41.9831,3.4175,13.7536,21.1604,21.1604,21.1604,21.1604,21.1604,-44076.8106
34.3712,3.8103,16.2491,16.6076,16.6076,16.6076,16.6076,16.6076,-31772.0441
24.5842,7.2552,1.9606,21.6646,21.6646,21.6646,21.6646,21.6646,-12675.1937
-15.0261,3.0652,7.2616,3.9522,3.9522,3.9522,3.9522,3.9522,-2633.0964
-9.5244,4.6652,8.8003,21.4561,21.4561,21.4561,21.4561,21.4561,-1746.9509
42.7973,4.8575,3.3435,10.9980,10.9980,10.9980,10.9980,10.9980,-21257.0215
22.0565,2.9156,14.8833,20.1918,20.1918,20.1918,20.1918,20.1918,-14948.8921
-20.3470,3.4622,5.5464,-10.5431,-10.5431,-10.5431,-10.5431,-10.5431,2403.1328
-13.7955,10.4626,13.5281,12.3405,12.3405,12.3405,12.3405,12.3405,-13782.0847
26.1086,3.0064,11.7359,19.3751,19.3751,19.3751,19.3751,19.3751,-12773.4265
-20.6406,1.3415,10.5687,-5.5545,-5.5545,-5.5545,-5.5545,-5.5545,1840.2867
-9.5826,8.5523,4.0743,12.4861,12.4861,12.4861,12.4861,12.4861,-2163.6328
17.9601,12.7118,4.5313,18.5233,18.5233,18.5233,18.5233,18.5233,-4465.2443
28.1246,4.9746,1.7576,-1.3459,-1.3459,-1.3459,-1.3459,-1.3459,862.7561
25.2892,2.4239,4.8514,2.9941,2.9941,2.9941,2.9941,2.9941,-1648.0679
-5.0769,7.8446,6.5271,9.0722,9.0722,9.0722,9.0722,9.0722,-2599.6709
29.5647,11.8763,14.3303,7.2092,7.2092,7.2092,7.2092,7.2092,-12454.1995
-4.1553,10.4087,6.8623,-10.5500,-10.5500,-10.5500,-10.5500,-10.5500,-1727.1441
2.1034,8.4702,13.0739,-8.3491,-8.3491,-8.3491,-8.3491,-8.3491,-3565.5767
32.0009,4.7807,8.0311,-8.2827,-8.2827,-8.2827,-8.2827,-8.2827,5828.6337
25.1239,7.5026,13.5579,-2.2961,-2.2961,-2.2961,-2.2961,-2.2961,-3213.3149
39.2949,2.0949,16.6203,-2.9030,-2.9030,-2.9030,-2.9030,-2.9030,1003.5805
25.6905,9.1473,4.8375,15.4622,15.4622,15.4622,15.4622,15.4622,-13406.6827
19.3499,9.7012,14.7975,9.1915,9.1915,9.1915,9.1915,9.1915,-4327.1716
-14.3491,12.5804,10.9492,16.2671,16.2671,16.2671,16.2671,16.2671,-3254.8163
5.1078,4.1248,14.0767,-9.4138,-9.4138,-9.4138,-9.4138,-9.4138,425.2909
-2.1706,1.2215,11.4254,5.9529,5.9529,5.9529,5.9529,5.9529,-4853.5301
-3.6767,7.5473,7.7832,-0.0203,-0.0203,-0.0203,-0.0203,-0.0203,-3794.4727
48.0837,9.4815,4.6492,19.4478,19.4478,19.4478,19.4478,19.4478,-45602.5790
6.9099,10.4849,2.1206,14.1882,14.1882,14.1882,14.1882,14.1882,-2564.2624
42.3353,3.3249,9.5683,20.1626,20.1626,20.1626,20.1626,20.1626,-37906.2047
23.8108,4.1410,16.8452,-10.2822,-10.2822,-10.2822,-10.2822,-10.2822,-10419.7426
35.4316,7.1511,12.8087,14.6705,14.6705,14.6705,14.6705,14.6705,-22751.3282
14.6872,4.9672,6.2375,7.9803,7.9803,7.9803,7.9803,7.9803,-4192.5355
19.9602,11.3261,14.2353,18.5250,18.5250,18.5250,18.5250,18.5250,-19983.2767
13.9688,6.6851,13.3037,6.7649,6.7649,6.7649,6.7649,6.7649,-2268.3098
-7.1377,10.5949,5.5062,7.9877,7.9877,7.9877,7.9877,7.9877,743.5166
30.2941,7.9674,1.2289,-10.0846,-10.0846,-10.0846,-10.0846,-10.0846,7613.7410
-1.0652,10.2771,2.8906,12.7353,12.7353,12.7353,12.7353,12.7353,-1825.7675
-19.2736,4.9921,15.0369,-1.8938,-1.8938,-1.8938,-1.8938,-1.8938,1743.6266
24.8285,10.9770,14.3850,-11.2713,-11.2713,-11.2713,-11.2713,-11.2713,8914.4484
-8.4251,4.2949,5.7233,-9.5418,-9.5418,-9.5418,-9.5418,-9.5418,676.7296
45.7726,7.5532,5.5631,23.4196,23.4196,23.4196,23.4196,23.4196,-51492.2547
46.7289,3.5681,13.6858,0.8049,0.8049,0.8049,0.8049,0.8049,-12735.9570
43.9554,6.7063,16.0038,20.1188,20.1188,20.1188,20.1188,20.1188,-51977.0291
5.2813,4.8181,13.4662,23.5081,23.5081,23.5081,23.5081,23.5081,1263.0000
-19.9026,4.2004,10.6893,22.9009,22.9009,22.9009,22.9009,22.9009,-10060.0238
44.9106,12.6038,4.8827,20.6238,20.6238,20.6238,20.6238,20.6238,-42657.7892
9.4011,2.9209,9.4120,21.1092,21.1092,21.1092,21.1092,21.1092,-4257.5980
47.6325,10.4479,4.7362,-1.3067,-1.3067,-1.3067,-1.3067,-1.3067,2460.2913
47.4170,12.8100,13.9282,-6.3956,-6.3956,-6.3956,-6.3956,-6.3956,13605.0279
39.5637,1.2388,7.1914,11.6527,11.6527,11.6527,11.6527,11.6527,-17980.3404
-0.0941,9.3883,14.3392,6.0599,6.0599,6.0599,6.0599,6.0599,-5209.6226
6.3419,4.0349,7.1057,-8.3464,-8.3464,-8.3464,-8.3464,-8.3464,-3619.7389
39.4307,1.4859,14.1864,13.0690,13.0690,13.0690,13.0690,13.0690,-28071.8846
1.5015,5.8347,6.3331,8.8258,8.8258,8.8258,8.8258,8.8258,-1987.5783
-8.9660,12.2226,8.0421,19.9335,19.9335,19.9335,19.9335,19.9335,-1365.8769
18.5329,1.1412,10.8478,10.5398,10.5398,10.5398,10.5398,10.5398,-8618.5616
45.4670,8.0546,2.1246,9.2360,9.2360,9.2360,9.2360,9.2360,-20900.4991
28.4181,7.0168,16.1713,4.3078,4.3078,4.3078,4.3078,4.3078,-5893.4872
19.4743,11.4806,10.1777,5.1231,5.1231,5.1231,5.1231,5.1231,-8051.8004
-14.1005,2.0080,9.1251,23.3121,23.3121,23.3121,23.3121,23.3121,-6336.1383
22.6655,9.1783,14.4303,-6.8775,-6.8775,-6.8775,-6.8775,-6.8775,468.6584
49.2938,9.1613,14.8522,4.5101,4.5101,4.5101,4.5101,4.5101,-12312.9823
-11.0540,9.0290,9.3562,12.2656,12.2656,12.2656,12.2656,12.2656,-1696.4965
15.8014,12.3080,15.8362,4.0214,4.0214,4.0214,4.0214,4.0214,-10482.0647
41.2935,10.8771,2.0358,-1.5210,-1.5210,-1.5210,-1.5210,-1.5210,1695.2524
31.5946,1.5037,2.8116,-1.3678,-1.3678,-1.3678,-1.3678,-1.3678,833.7487
28.4881,6.6530,10.5486,-3.3547,-3.3547,-3.3547,-3.3547,-3.3547,2492.4518
28.8764,5.7754,6.6651,0.7244,0.7244,0.7244,0.7244,0.7244,-907.5259
4.5239,4.7218,8.4276,20.2520,20.2520,20.2520,20.2520,20.2520,-5077.9512
-0.1550,6.4160,6.2493,6.6933,6.6933,6.6933,6.6933,6.6933,-1021.1157
36.4646,5.6103,7.4756,-3.1112,-3.1112,-3.1112,-3.1112,-3.1112,879.7833
36.5181,6.1880,14.1623,2.2275,2.2275,2.2275,2.2275,2.2275,-6333.7474
40.5621,12.7511,10.4956,-8.0843,-8.0843,-8.0843,-8.0843,-8.0843,7191.1021
43.8401,2.0636,16.9575,21.4493,21.4493,21.4493,21.4493,21.4493,-44280.8033
15.3053,12.0668,13.5901,3.1033,3.1033,3.1033,3.1033,3.1033,-5877.2778
14.6077,6.7628,5.3787,24.2745,24.2745,24.2745,24.2745,24.2745,-4910.9505
35.6790,8.4849,5.2295,0.8589,0.8589,0.8589,0.8589,0.8589,-1957.2257
25.1474,10.9622,6.3744,18.9452,18.9452,18.9452,18.9452,18.9452,-15490.7115
28.8396,5.3256,14.4922,-2.5137,-2.5137,-2.5137,-2.5137,-2.5137,2125.4842
35.5013,6.1651,1.4366,-9.1823,-9.1823,-9.1823,-9.1823,-9.1823,11805.7881
42.1904,5.9142,4.6829,-10.8259,-10.8259,-10.8259,-10.8259,-10.8259,17194.1516
2.9977,5.4968,15.4787,10.4282,10.4282,10.4282,10.4282,10.4282,-6670.0147
5.6664,12.1064,11.2383,-0.4718,-0.4718,-0.4718,-0.4718,-0.4718,-1232.7607
-14.3273,10.9472,4.6296,4.4102,4.4102,4.4102,4.4102,4.4102,-5116.7661
20.0579,2.3080,4.5063,18.2899,18.2899,18.2899,18.2899,18.2899,-8853.4622
-18.4481,2.2975,14.8019,-2.8200,-2.8200,-2.8200,-2.8200,-2.8200,-9356.7674
